name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_girls_muslim_girls_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score
דוריתי,11,6.167954813915208e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
דורן,19,8.521491647124444e-06,0,1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,2,0
דז'באיל,6,3.4822730490444854e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
דז'ולטה,9,5.494268177241713e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
דז'וליאטה,10,6.3795244087662905e-06,0,1,0.0,0.0,0.0,0.3,0,0,1.0,4,0
דוריקה,10,5.223588937345959e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
אולביה,17,8.702095090221698e-06,0,1,0.0,0.0,0.0,0.6,0,0.2,0.5,3,0
דורוטיה,7,4.592772376837322e-06,0,1,0.0,0.0,0.0,0.6,0,0.3,0.5,4,0.2
דורוטי,14,7.054667885791372e-06,0,1,0.0,0.0,0.0,0.6,0,0.2,0.2,3,0
דודי,83,2.6663703816516405e-05,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,2,0
דוידה,70,2.5672967818608977e-05,0,1,0.0,0.0,0.0,0.5,0.8,0,0.5,3,0
דוינה,46,1.4755494576618477e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
דולה,7,4.503975685347217e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.2,2,0
דורלי,44,1.7674852889485325e-05,0,1,0.0,0.0,0.0,0.0,0.2,0.2,-1.0,3,0
אטינה,5,3.175592300105373e-06,0,1,0.0,0.0,0.0,0.4,0,0,0.7,3,0
אטיל,19,7.784530953409545e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
אלנז,7,2.585357635921163e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
אזנו,36,1.638950869002772e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אזנגו,5,2.5101611128513466e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנאו,5,2.213319720663373e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אמרצ',27,1.1892773527904121e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אמרץ',74,2.4491157756887174e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אחסו,14,5.073960771431508e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
אמיתה,5,2.9256150007242168e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
אטדה,6,3.744513199815995e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אמלמאל,14,7.1772239758228314e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אטגן,6,3.129130644235242e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
אמלמל,19,7.652702965223341e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אטאקלט,7,3.6212924139978225e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
אטאקילט,19,8.844944204690222e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אממה,21,8.302984093336544e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אמנדין,19,6.470069700466699e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,3,0
אמנש,21,1.0464253751734411e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אמסאל,5,2.8268843734933564e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
אמר,7,2.9828177210399095e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
אמרו,36,1.574890285075221e-05,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
אמריקה,9,5.715916094729384e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.0,4,0
אמרל,6,3.4689748095239527e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,2,0
אטאלה,38,1.6099285179959928e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אמרץ,26,1.1652333872176624e-05,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
אנאנא,5,2.991710533971017e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אזנג,16,8.280916127873944e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
אנאיט,12,6.246855474102776e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנאידה,7,4.202313013095785e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.6,3,0
אנאיד,8,5.0069660874224805e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אנאטנש,25,1.0170664419105989e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אינגריד,204,5.669022446680881e-05,0,1,0.0,0.0,0.0,1.0,0,0.2,0.5,3,0
אינדה,21,9.648477648513488e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,3,0
אינדז'י,7,4.06922947795365e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אינדיס,13,6.487895316106748e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,3,0
אינווה,6,3.399690170792596e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,-1.0,3,0
אינור,5,2.981387683981293e-06,0,1,0.0,0.0,0.0,0.0,0,0.3,-1.0,2,1
אינורה,5,2.2319368057969006e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.5,3,1
אינז,14,8.435897720833739e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0
אינז'י,5,2.7722413966989095e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
אינזה,16,8.060757965396914e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אינט,30,1.3848652577843087e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0
אינטה,5,3.2199589347286978e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אנאנה,59,2.0290664033720395e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אינייה,20,1.1386855008542147e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,-1
אליציה,15,4.815110345977114e-06,0,1,0.0,0.0,0.0,0.6,0.2,0,0.5,4,0
אליקי,12,5.752696391173822e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
אחלמה,6,2.6085560662956094e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אמשה,6,3.6043729089918596e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,-1.0,3,0
אן-מרי,8,4.354508906390914e-06,0,1,0.0,0.0,0.0,0.8,0,0,0.2,3,0
אחיה,8,3.0333657259972857e-06,0,1,0.0,0.0,0.0,0.0,1,0,0.0,3,0
אזר,7,3.7632354697586244e-06,0,1,0.0,0.0,0.0,0.0,0.7,0,0.0,1,0
אזנש,9,4.9493931656036195e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
אזניה,5,2.372959439699334e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אמרש,13,6.322220242670746e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
אזני,5,2.492956544008158e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
אנאט,21,1.087909438676181e-05,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.5,2,0
אנז'ליק,5,2.894508450347083e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.6,3,0.5
אנאנו,46,2.188227332377546e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אנגריד,6,3.777257303866937e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.2,3,0
אנדאגר,5,2.1543480941198776e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אנגואץ',89,2.743235286706036e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנגואצ',5,2.8943830044075062e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנגודאיי,41,1.6519848454300075e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנגודיי,12,6.094540689936167e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנגוואץ',8,4.812740222679141e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנגווץ,5,2.892663538986205e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנגלה,172,5.3567774682359234e-05,0,1,0.0,0.0,0.0,0.8,0,0,0.2,3,0
אטר,6,3.8074493362622956e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0
אמירית,13,7.16387085013612e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,3,0
אמיליאן,5,2.9173025161078047e-06,0,1,0.0,0.0,0.0,0.8,0,0,0.2,4,0
אלמיתו,6,3.333027768593032e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אלמנאט,6,3.1285640268887164e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנגואץ,30,1.155531074865455e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אלמס,66,2.0337499103044096e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אלמצהי,5,3.2426615648388153e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אטיטגב,28,9.963220778678248e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אטיהון,22,9.263651916076266e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אלמוש,16,8.695527943885614e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אלנורה,20,1.0382263646152325e-05,0,1,0.0,0.0,0.0,0.6,0.2,0.3,0.5,4,1
אלנית,59,1.7004027622974846e-05,0,1,0.0,0.0,0.0,0.0,0.2,1,0.2,3,0
אלנרה,58,1.6242507832689164e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0.5
אלסבת,5,2.974456806493063e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0
אלעד,12,5.130208027903107e-06,0,1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,2,0.5
אלעדה,7,3.792835822296878e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.3,0.0,3,0
אלפה,6,3.522332046846599e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
אלפו,24,1.1890450988176516e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אטייה,5,3.0045308163617963e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
דינרה,52,2.138815307772082e-05,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.5,3,0
אנגו,8,4.922092744857464e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
אזליה,8,3.4743834096837644e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
אנדז'לה,9,5.405919999594701e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.5,3,0
אנדיהו,7,4.120363780394164e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנדרה,69,2.3385181118671368e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
אנדרי,18,9.020623723268487e-06,0,1,0.0,0.0,0.0,0.8,0,0,0.2,3,0
אנדריה,119,3.526688968325627e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
אנדריי,8,4.582878640769473e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
אנדרייה,5,2.895945009807814e-06,0,1,0.0,0.0,0.0,0.7,0,0,0.5,4,0
אנדשאש,5,2.5882247159892197e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אזיטה,26,1.0195997461258636e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנה-חנה,5,2.958301618646106e-06,0,1,0.0,0.0,0.0,1.0,1,0.2,0.2,4,0.2
אנווא,5,2.2495727668836694e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,-1
אנווה,32,1.1765740766328711e-05,0,1,0.0,0.0,0.0,0.0,0,0.6,1.0,3,0
אזלו,8,5.0726277762417545e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אנוצה,10,4.599609144086228e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אנז'לה,701,0.0002209218746742855,0,1,0.0,0.0,0.0,0.7,0,0,0.5,3,0
אנגליקה,59,2.1163704669537833e-05,0,1,0.0,0.0,0.0,1.0,0,0.5,0.5,4,0.2
אטדל,5,2.8892224425485734e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,2,0
אנגליק,12,5.487878374983424e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
אנגווץ',6,3.57209724618526e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנאניה,12,4.938528247220743e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,-1.0,4,0.5
אנאניט,5,2.9609697025306747e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנאניי,32,1.2975953161788782e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנאנייה,5,2.2569143485197592e-06,0,1,0.0,0.0,0.0,-1.0,0.8,-1,-1.0,4,0
אנאסטסיה,8,4.407996465731429e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0.2
אזמרלדה,9,5.180298421024572e-06,0,1,0.0,0.0,0.0,0.7,0,0.6,1.0,4,0.2
אזלץ',5,2.6426628217948738e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,-1
אנוש,12,6.937278779489041e-06,0,1,0.0,0.0,0.0,0.0,0.7,0,0.0,2,0
דינת,5,2.8308611985385464e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
אוז'ני,11,5.9030799028954345e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אווקץ',11,6.119524296488165e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אוגול,5,3.401144307114939e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
וובאלם,12,6.22080584312596e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
וובאלץ',7,3.3294353920025253e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,-1,0
וובה,11,6.456505879740236e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
וובט,24,1.2256892043943098e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
וובטה,6,3.5141414127687186e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
ווביה,7,4.406326576183696e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
ווביט,64,2.0510847474655134e-05,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
ווביטו,10,5.580408499297507e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
וובית,9,5.4304273931317995e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
וובלה,6,3.6899840377958356e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
וובלו,8,4.867297216680895e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
וובנש,39,1.6383313056561762e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
וובסירה,10,5.380982860669895e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
וובסרה,14,8.128255473338928e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
וובעלם,20,8.675682658943731e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
ווגאי,8,4.2526946346362215e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
וובאלו,8,4.087817540569242e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0
הוליה,5,2.857248793757908e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0.5
וואגה,24,9.652219977969402e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
ואנסה,25,1.2526175732092998e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הנריקה,15,5.271533985393449e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0
אוגני,14,7.697078618258579e-06,0,1,0.0,0.0,0.0,0.2,0,0.2,0.5,3,0
אוגט,16,7.031154295051197e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
הרגואה,5,2.109363252716969e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הנרייטה,43,1.6487613924727126e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.2,4,0
הנרייט,49,1.7333366716365036e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.0,3,0
הנריטה,17,9.305947175163788e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.5,4,0
הנריט,10,5.297801118083698e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
הנדיל,10,5.275316067030661e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
הנטשע,5,2.3404714653498695e-06,0,1,0.0,0.0,0.0,-1.0,0,0.5,0.0,3,0
הנייה,5,2.8284294153667678e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
הנית,8,4.45760924411205e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
הנריאט,41,1.5034843743229588e-05,0,1,0.0,0.0,0.0,0.4,0,0,0.0,3,0.2
הנריאטה,51,2.1640677642015522e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.0,4,0.2
הנגמה,5,3.459161075938537e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
הילרי,122,4.0961232507838174e-05,0,1,0.0,0.0,0.0,0.8,0,0,0.0,3,0.5
הילנה,8,4.454326474647144e-06,0,1,0.0,0.0,0.0,0.5,0,0.5,0.5,3,0.5
אודה-ליה,10,4.906045988680353e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.5,4,0.5
הומא,16,5.974006529474034e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
הומה,26,1.055184598827987e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
הרטה,17,6.565570389838669e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
הוני,7,4.067652388417521e-06,0,1,0.0,0.0,0.0,0.0,0.4,-1,-1.0,2,0
הטר,13,6.984067846148149e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
הידה,7,3.968939703304919e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,-1.0,2,0
הידי,16,8.811864374835894e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
היוון,7,3.3881387088438117e-06,0,1,0.0,0.0,0.0,-1.0,0.2,0,0.0,3,0
היזל,7,3.877717449499065e-06,0,1,0.0,0.0,0.0,0.0,0,0.8,0.0,2,0
היידה,13,5.193138702813334e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,-1.0,3,0
הייזל,26,1.0811262509876431e-05,0,1,0.0,0.0,0.0,1.0,0,1,0.2,2,0
הייקה,7,4.583655097198226e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
הילארי,7,3.520324867929836e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.0,3,0.5
הילדגרד,6,3.937198994503867e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
היליה,7,3.5043544808060187e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,1
הילן,6,3.4445168799542946e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,2,0
הזל,15,7.3537454595203995e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0
הרי,6,3.744182786526096e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,2,0
הריאט,31,1.160187997287853e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
הריאטה,5,2.602953190539411e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,4,0
אווטש,9,5.359833621152525e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0
דניטה,6,2.716439375333253e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
דניזי,8,3.91772640400251e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
דלינה,6,3.505104120973048e-06,0,1,0.0,0.0,0.0,0.3,0,0.4,-1.0,3,0
דלל,7,3.078533421530306e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.4,0.0,2,0
דלפין,164,4.8121544610556944e-05,0,1,0.0,0.0,0.0,0.0,0,1,0.0,3,0
דמבולו,33,1.4750629355484115e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
דמוז,7,3.6298262927071794e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
דמילה,6,3.351020574217523e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
דמק,6,3.7462603652046293e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
דמקה,9,4.979229213496693e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
דמקו,35,1.4998173354186511e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
דסטאי,5,2.8355598799146044e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
דמקץ,7,3.913297228046636e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
דנה-דינה,6,2.849490170370076e-06,0,1,0.0,0.0,0.0,0.8,0.8,0,0.0,4,0
דנה-רבקה,6,2.4532634664473525e-06,0,1,0.0,0.0,0.0,0.6,0.8,0,0.0,4,0
דנוטה,31,1.2507447907828022e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
דנור,10,4.406803599646412e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.5,2,1
אוויטה,6,3.0589145716555583e-06,0,1,0.0,0.0,0.0,0.3,0.2,0,0.5,3,0
דניזה,16,7.169116892884102e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
דרומה,7,4.541591463053214e-06,0,1,0.0,0.0,0.0,-1.0,0,0.2,0.0,3,0
דרומית,5,3.3265143312248773e-06,0,1,0.0,0.0,0.0,-1.0,0,0.5,0.0,3,0
דרורה,658,0.00021984472927381404,0,1,0.0,0.0,0.0,0.0,0.4,0.8,0.2,3,0.5
דרורי,7,3.8701802865515824e-06,0,1,0.0,0.0,0.0,0.0,0.7,1,0.2,3,0
הבטנש,6,2.9543182290138856e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
הביסטה,7,4.4925579016525055e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
דנבולו,14,6.727925400698735e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,4,0
אוגניה,78,2.1749268507600192e-05,0,1,0.0,0.0,0.0,0.0,0,0.5,0.0,4,0
דרבה,12,5.744948609005843e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
דקר,27,1.113219420607205e-05,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0
הריט,5,3.3413624431236542e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,1,0
הרייט,37,1.4758321779171954e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
הרייטה,5,2.6421944314856477e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
הרלי,5,3.0338016744434514e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
הרמין,5,3.2689113136122502e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
הרצליה,123,4.194879290137122e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.2,4,0
הת'ר,18,7.719017566103332e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,-1
התר,34,1.2473051589232502e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
ואנדה,7,3.7677288124631795e-06,0,1,0.0,0.0,0.0,0.6,0,0.2,0.2,3,0
וואגאנש,5,2.7739738225944106e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
דלידה,5,3.202389765388717e-06,0,1,0.0,0.0,0.0,0.2,0.2,0,1.0,3,0
הולואגרש,21,1.1778299197671297e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
דראל,8,3.216740366037171e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
הולואגר,103,2.8599962338708526e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
דניסה,20,1.0170651566677852e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
אוהלה,8,5.144763560176059e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.3,0.0,3,0
דנל,7,3.8579266147781236e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,1,0
דנסה,14,7.729048292412663e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,1.0,3,0
דנקה,13,7.493909163059017e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
דנקיה,7,4.078284068381062e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0
דנייל,8,3.0355794022004434e-06,0,1,0.0,0.0,0.0,0.5,0.8,0,0.0,2,0
דנקיטו,5,2.1330794106046083e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
דסיסלבה,7,4.046746871742163e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,4,0
דסלו,6,3.4169891839989774e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
דעה,7,4.386096292127695e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
דפנית,11,6.826754764986448e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.8,0.2,3,0
אוהליה,5,2.244665544019312e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,4,0
אינגודאיי,5,2.2863187369510077e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אוד,5,2.8441037102991052e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.2,1,1
הלמה,5,3.2848331503160967e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
גרטרודה,8,2.612607425015743e-06,0,1,0.0,0.0,0.0,0.6,0,0.2,0.0,4,0
גרי,19,8.963166303674349e-06,0,1,0.0,0.0,0.0,0.5,0.4,0,0.0,2,0
גריטה,7,4.375481440261886e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
גרה,8,4.932042844400067e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
גרייסי,12,7.037108314456892e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
