name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_girls_muslim_girls_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score
גריסל,5,3.1598235656438387e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
גריסלדה,5,3.345015742124049e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
גרלדין,20,8.323242235800896e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
גרמין,8,5.384273366252592e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
גרמן,19,6.543063732787862e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.0,2,0
גרניט,27,1.229901736786749e-05,0,1,0.0,0.0,0.0,0.0,0,1,0.2,3,0
גרנית,27,1.0076302206825265e-05,0,1,0.0,0.0,0.0,0.0,0,1,0.0,3,0
גריס,10,5.084373789022971e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
גרדה,15,9.544862010078794e-06,0,1,0.0,0.0,0.0,0.3,0,0.2,0.0,2,0
גרגיה,6,3.893494355782061e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.0,3,0
גקלין,236,7.729498183150765e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
גמרה,15,7.141899741166192e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
גן-יה,5,2.8437000366374254e-06,0,1,0.0,0.0,0.0,-1.0,0.4,1,0.2,3,0
גנזב,5,2.515995993551575e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
גנטה,10,5.881808166019744e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
גנטי,5,3.2204241118962147e-06,0,1,0.0,0.0,0.0,-1.0,0,0.3,0.0,3,0
גניט,6,3.1566784982772457e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
גנין,47,1.3978568844339285e-05,0,1,0.0,0.0,0.0,-1.0,0,0.8,-1.0,2,0
גניס,52,1.7569563230857536e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
גניפר,170,4.76372685457552e-05,0,1,0.0,0.0,0.0,0.0,0,1,0.2,3,0
גרטרוד,20,8.213504026476542e-06,0,1,0.0,0.0,0.0,0.8,0,0.2,0.2,3,0
גרטי,10,4.640436679465955e-06,0,1,0.0,0.0,0.0,0.3,0,0,0.0,2,0
גרזינה,9,3.880593793022514e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
גרז'ינה,5,3.062189902839844e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
דלאל,6,2.675316134637107e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.3,0.0,2,0
דיין,7,3.204771066086572e-06,0,1,0.0,0.0,0.0,0.0,0.7,0,0.0,1,0
דודו,21,9.44457649383382e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.2,2,0
דייל,17,8.795467947783964e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0
דייאן,11,6.210800991112042e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,-1.0,2,0
דזירה,37,1.420867037691792e-05,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
די,8,4.626532892833373e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0
דיאה,5,3.011382590668148e-06,0,1,0.0,0.0,0.0,0.3,0,0,0.5,2,0
דיאמנט,12,6.936634101402509e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.2,3,0.5
דיאמנטה,24,1.007475438328484e-05,0,1,0.0,0.0,0.0,0.0,0,0.2,0.6,4,0.5
דיאנא,6,3.3021936796201916e-06,0,1,0.0,0.0,0.0,0.7,0,0,0.2,3,0
אויה,8,4.876899815813329e-06,0,1,0.0,0.0,0.0,-1.0,0,0.5,-1.0,2,0
גנסיה,6,3.8073950073922025e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,-1.0,3,0
אוי,13,5.417331174923672e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
דידה,7,3.775112948136041e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,-1.0,2,0
אוטיליה,19,9.67448392934025e-06,0,1,0.0,0.0,0.0,0.4,0,0,-1.0,4,0
אוטה,13,7.307676143915275e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
דיוה,14,8.206927822770147e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.6,2,0
דיורה,5,2.5042368468929228e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
דיזי,41,1.5306017498076998e-05,0,1,0.0,0.0,0.0,0.5,0,0,0.5,2,0
דיטה,28,1.1219387261325937e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
אוחניה,5,3.1702028625729748e-06,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,4,0
אוזני,7,3.2897812837679254e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
דלה,15,7.83480082192512e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,2,0
דודה,9,4.3652678856019345e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
דוברת,105,2.780866929557861e-05,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.2,3,0
דיבה,7,4.3164560961287576e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,2,0
גנרייטה,17,7.511635130574617e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
גנת,11,6.781554997321595e-06,0,1,0.0,0.0,0.0,-1.0,0.2,1,0.2,2,0
גסי,9,5.802706002066628e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
אוליויה,5,3.185008769905579e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
דאון,10,5.274491648495922e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.0,2,0
דאיינה,5,2.1991950402583093e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
דאליה,10,5.005664301091332e-06,0,1,0.0,0.0,0.0,0.6,0.4,1,0.5,3,0
דאסאש,34,1.3427403202217357e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
דאסש,32,1.4770935211006126e-05,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
דאפי,6,2.8999797766479163e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
אוליה,42,1.9014155401891125e-05,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
דארינה,6,3.2832227316152133e-06,0,1,0.0,0.0,0.0,0.4,0,0.2,0.2,3,0
דבורה-לאה,19,8.173663707972118e-06,0,1,0.0,0.0,0.0,0.5,1,0.8,0.0,4,0
דבורית,114,3.4500206197372536e-05,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,3,0
דבינה,15,9.365605393224848e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0
גרצילה,7,3.2539875195688858e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
דבירה,33,1.5165020336793642e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0
דבס,8,4.3748502209436266e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
דבקה,9,5.292504720386524e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
דברי,6,3.4806637763235953e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.6,3,0
גמילה,29,1.3242598923797602e-05,0,1,0.0,0.0,0.0,-1.0,0.2,0,0.0,3,0
דלי,89,2.6551442748639567e-05,0,1,0.0,0.0,0.0,0.4,0.4,0.5,0.0,2,0
דלין,6,3.30364118610432e-06,0,1,0.0,0.0,0.0,0.4,0,0,-1.0,2,0
הימנוט,7,3.234703125048044e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הינדע,9,4.481834081335724e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,3,0
הירוט,13,4.912438156141009e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הירות,13,7.2803560172291815e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הלגה,16,7.208784862275414e-06,0,1,0.0,0.0,0.0,0.2,0.2,0,0.0,3,0
הליין,14,6.8870037428098386e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
דבלט,15,7.865522087464659e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
הילת,16,7.90703789169547e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.3,0.5,2,1
דברו,6,3.7790531778877433e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
דודאית,11,5.780187047644833e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.5,3,0
גסיגה,6,3.096313048536617e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
געלי,6,2.449910668164107e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.2,2,0
גפנה,5,3.05691548984681e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,3,0
גפנית,61,1.909498035594638e-05,0,1,0.0,0.0,0.0,0.0,0.2,1,0.2,3,0
גרס,6,3.2966803339994348e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
גרסיה,77,2.4826528991305423e-05,0,1,0.0,0.0,0.0,1.0,0,0,-1.0,3,0
גרסיילה,7,3.443644189724022e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,4,0
גרסילה,12,4.5617961663460315e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,4,0
דבריתו,5,2.4875014203575436e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
דברת,195,5.181262311751264e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,2,0
דג'טנו,8,4.520229502098512e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
דג'יטנו,27,1.1418735091717328e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
דבריה,9,5.228477251612864e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,3,0
דגה,24,1.111730368455996e-05,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,2,0
דגמר,11,3.970156048900922e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
דגניה,13,7.167288055251591e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,3,0
דגנית,1567,0.00048284605914007033,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,3,0
דגנש,7,3.411972511038469e-06,0,1,0.0,0.0,0.0,-1.0,0,0.6,0.0,-1,0
דדה,9,4.571295158263274e-06,0,1,0.0,0.0,0.0,-1.0,0.2,0,0.0,2,0
דדי,7,3.89789278340855e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
דואן,9,5.979159637266895e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,2,0
דובי,5,3.3463439116792177e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,2,0
דובלט,7,3.89192193560279e-06,0,1,0.0,0.0,0.0,0.0,0,0.3,0.0,2,0
דוברה,10,5.951805878998877e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,3,0
דוברו,9,5.191935144377225e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
דבריטו,16,7.820017950952377e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
דגיטו,65,2.240879155063734e-05,0,1,0.0,0.0,0.0,-1.0,0,0.5,-1.0,3,0
אסצ'ילה,38,1.590663433454245e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אינגודאי,37,1.8712487561932904e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אינאנה,6,3.7296794955678355e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.6,4,0
אנצ'נאלו,5,2.93403739010196e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנצ'נלו,6,3.3482386653757455e-06,0,1,0.0,0.0,0.0,-1.0,0,0,1.0,3,0
אנקה,105,3.295288769350495e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
אנקואהונה,7,4.35880734070021e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנקואיה,9,5.770640184206652e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,-1
אנקואיהוש,5,3.24453494156826e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אנקוי,6,3.0219438623403902e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנקוייה,6,3.8441506876639425e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,-1
אנזלה,35,1.3979500366977177e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
ארגוייה,8,3.7559779252774787e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
ארגש,30,1.7254031629247786e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
בורלי,22,1.0334243685375179e-05,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
בורליאנט,50,1.7988092904442827e-05,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
בז'נה,14,7.694126333945844e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
בזואיהו,19,9.642991280156392e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
בזונש,19,9.148935638387164e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
בזטו,11,6.969908208480071e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
בזנש,7,4.342837792151513e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
בורכו,9,5.117019141513345e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
בחלה,5,3.1352830462586538e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
בט,93,3.1128267522717545e-05,0,1,0.0,0.0,0.0,-1.0,0.2,0,0.0,1,0
בטה,7,4.519962056875381e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
בטהה,18,8.000864973178789e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
בטוש,9,6.018627977771738e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
בטושבה,7,3.9326944805145725e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אנצ'ינלו,9,4.1161816976993685e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנצ'ינאלו,13,6.968632658806059e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אנפיסה,8,3.593873718094105e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אנסטסייה,9,3.657976457078104e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0.2
אנריקה,11,6.9876959374663645e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
אנת,40,1.962024740060935e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
אסאסו,5,2.3294987627972607e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
אסגדצ',6,3.5753600847188016e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אסגוזה,9,4.944597651065716e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אסטאר,7,4.086752368428684e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.6,2,1
אסטה,9,5.704976229161256e-06,0,1,0.0,0.0,0.0,0.5,0.8,0,0.7,2,0
אסטי,6,3.6589884064702622e-06,0,1,0.0,0.0,0.0,0.3,0.4,0,0.6,2,0
אסטילה,15,6.768380652628462e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.7,3,0
אסטפניה,8,3.2633646500248357e-06,0,1,0.0,0.0,0.0,0.7,0,0,0.5,4,0
אסטרה,8,4.4181139760708975e-06,0,1,0.0,0.0,0.0,0.6,0.2,1,0.6,3,1
אסטריה,21,1.0341935200443612e-05,0,1,0.0,0.0,0.0,0.6,0.8,0.8,0.5,3,1
אורלה,7,4.365913296366591e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.6,0.5,3,1
אסטרייה,6,3.1552113434154854e-06,0,1,0.0,0.0,0.0,0.2,0.4,0.5,0.5,4,1
אסטרליה,6,3.307493296273334e-06,0,1,0.0,0.0,0.0,0.0,0,0.9,0.5,4,1
אושירה,7,4.469539355551136e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.8,3,0.5
אושריה,17,9.411248850285771e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,4,0
אסין,6,3.6620270167720947e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
אנריאט,6,3.689691433520699e-06,0,1,0.0,0.0,0.0,0.4,0,0,0.0,3,0
אנקויה,7,3.897286765784135e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אננו,80,2.496070269626369e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אננט,5,3.2295112089046343e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אנניה,17,7.126629457461805e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0
אננית,6,3.6605353751969653e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.5,3,0
אנסה,8,4.7681127126415644e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אנסטאסיה,5,2.8907975986044362e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0.5
אסטרלה,21,7.868479404930494e-06,0,1,0.0,0.0,0.0,0.4,0.4,0.8,0.6,3,1
אנריאטה,6,3.7064049528045788e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.5,4,0
בטיה,46,1.7111521662586093e-05,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
בוריסלבה,14,6.037329084999247e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
אורית-חנה,5,2.355403018814804e-06,0,1,0.0,0.0,0.0,0.0,0.7,0.3,0.2,4,1
ביסט,5,3.166919677194536e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
ביקה,9,4.959968013843298e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0
ביקי,7,3.8384242399782145e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
ביקל,9,4.994487804931023e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
אוריקה,7,4.396205561874331e-06,0,1,0.0,0.0,0.0,0.0,0,0.3,-1.0,3,1
בירגיט,15,7.249445849780153e-06,0,1,0.0,0.0,0.0,0.2,0,0,-1.0,3,0
בירגיטה,6,2.7998842291408916e-06,0,1,0.0,0.0,0.0,0.2,0,0.2,0.0,4,0
בירהאנה,8,4.541994874599007e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,4,0
אורינה,41,1.5366760733085278e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.5,3,1
בייצ'ש,6,3.3670315596516944e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אורלינה,5,2.4608463449280912e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.6,4,1
בייה,18,8.309920569662914e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,-1.0,2,0
ביטיה,5,2.57486497729041e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0
ביאטריז,26,9.888110360485542e-06,0,1,0.0,0.0,0.0,1.0,0,0.2,0.6,3,1
ביאטריסה,14,5.865547761237066e-06,0,1,0.0,0.0,0.0,0.7,0,0.2,0.7,4,1
ביאטריקס,6,3.0412105332187054e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.7,3,1
אוריתי,21,8.611372045422123e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.3,0.5,3,1
ביבי,18,9.631512896544466e-06,0,1,0.0,0.0,0.0,0.2,0.2,0,0.0,2,0
ביביאנה,10,5.2137168299337985e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.2,4,0
בידה,21,8.734060550839838e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
ביה,36,1.5318221363602153e-05,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
ביזואיהו,20,8.428283248604194e-06,0,1,0.0,0.0,0.0,-1.0,0.2,0,-1.0,4,0
ביזואיו,5,3.0548946253627373e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
ביזואייהו,14,6.130865875756008e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
בינקה,6,3.3167498847619168e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
ביני,5,3.181160475051334e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
בילו,6,3.280314763267809e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
אוריתה,9,4.976714579093995e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.2,3,1
בורטוקן,5,2.723574678323352e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
בוקי,5,3.31395809656457e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
בדריה,11,5.197884264783596e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
בהט,5,2.9436021553590687e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,1,0.5
בהיה,11,4.5670695051945504e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
בהנאז,10,5.5474816185198096e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
בהנז,13,6.60803676450907e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
בובה,37,1.7415112564055846e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.2,2,0
בוורלי,76,2.6887802967786255e-05,0,1,0.0,0.0,0.0,1.0,0,0.5,0.3,3,0
בוז'נה,17,9.169664131770838e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
בוזנה,5,3.190391849578557e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
בולור,9,4.6741937721554855e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
בחמל,25,9.918124088369258e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
בונה,16,6.035257614213605e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,2,0
בוניטה,23,1.2148939573004936e-05,0,1,0.0,0.0,0.0,0.6,0,0.3,0.6,3,0
בונינה,6,3.291730798962025e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.5,3,0
בוסה,21,9.753763212570047e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
בוסיה,26,1.3795510068950011e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
בוסמת,13,6.996233604505632e-06,0,1,0.0,0.0,0.0,0.0,0.2,1,0.6,3,0
בטינה,140,5.053732105898629e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.2,3,0
בטריס,8,4.7230754433399945e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
בי,7,3.980230856409447e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
ביאה,5,3.1636288649238874e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,0
בייש,26,1.323384360612151e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
בילגה,6,3.04824284225997e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
בילגו,18,1.1294595970603924e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
בוניה,10,4.520699251883171e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
אננדה,6,2.9280874138474793e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0.5
אננא,8,5.015976752907775e-06,0,1,0.0,0.0,0.0,0.5,0.4,0,0.0,3,0
אנמרי,8,4.934469042645599e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
אסנקו,65,2.208405090156639e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אסנקץ',8,4.0853729209227966e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
אסנקצ',9,4.7261759563882665e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
אסרסץ',16,6.681402921905784e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אסרסצ',6,3.0693951823955414e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אסרסש,8,4.7365544123443e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אסתה,8,4.472344649850502e-06,0,1,0.0,0.0,0.0,0.0,0.8,-1,1.0,2,0
אורקנש,6,3.739224898476115e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,1
אפרתי,20,6.348492311870232e-06,0,1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,3,0
אצ'אש,7,4.074895150126691e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אצ'ם,6,3.549200500243653e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
אצ'ש,7,4.0700308839031365e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
אצילה,13,7.15399000449438e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.6,3,0
אקה,44,1.5126220874782913e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אקטרינה,171,5.001859463737943e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0.5
אקי,6,3.5928767364627907e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
אקל,6,2.824691811689507e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0
אקלנש,6,3.3430492064398337e-06,0,1,0.0,0.0,0.0,-1.0,0,1,0.0,3,0
אקסל,28,1.3017783551786028e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.0,2,0
אקסנה,38,1.2708767362981308e-05,0,1,0.0,0.0,0.0,0.3,0,0,0.0,3,0
ארגאש,12,6.102941954262838e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אורסולה,39,1.7676896752768137e-05,0,1,0.0,0.0,0.0,1.0,0,0.5,0.5,4,0
ארגו,25,1.1739518488925446e-05,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,2,0
אסלף,9,5.337013384199786e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אפקה,5,2.985455172429677e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0
אסנקאו,5,2.2163486986978485e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
אסניקה,30,1.154099937890943e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אסנה,9,5.6017517983679225e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,3,0
אסנאקץ',5,2.953738309554984e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
